step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.identity_heatmap,losses/eval.identity_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.identity_heatmap,losses/train.identity_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
180,0.0006388831534422934,0.16508762538433075,0.004446632228791714,0.060141872614622116,0.060141872614622116,0.03229425102472305,0.00019888933456968516,0.034821685403585434,0.0009699868969619274,0.005302323494106531,0.005302323494106531,0.0031361556611955166,80.8823328135728,84.82758620689654,9.274451879578507,5.339327797431071
181,,,,,,,0.0001997832441702485,0.034627318382263184,0.0009655746980570257,0.005430365446954966,0.005430365446954966,0.0031979696359485388,,,,
182,,,,,,,0.00019142315431963652,0.03155860677361488,0.0008846768760122359,0.004668502137064934,0.004668502137064934,0.0027765892446041107,,,,
183,,,,,,,0.0002035647485172376,0.03600255399942398,0.0010018462780863047,0.005418894346803427,0.005418894346803427,0.0032103699631989002,,,,
184,,,,,,,0.0002040320250671357,0.03572846204042435,0.000995227717794478,0.005566523410379887,0.005566523410379887,0.0032808752730488777,,,,
185,,,,,,,0.000197843270143494,0.03426310047507286,0.000955499242991209,0.0051354821771383286,0.0051354821771383286,0.003045490710064769,,,,
186,,,,,,,0.0002069384790956974,0.0366758368909359,0.0010203650454059243,0.005649989936500788,0.005649989936500788,0.0033351778984069824,,,,
187,,,,,,,0.00019841408357024193,0.03429520130157471,0.0009565869113430381,0.005171764176338911,0.005171764176338911,0.003064175136387348,,,,
188,,,,,,,0.00019287301984149963,0.0330641008913517,0.0009230391588062048,0.005010835360735655,0.005010835360735655,0.0029669373761862516,,,,
189,,,,,,,0.0001968216383829713,0.03327123448252678,0.0009301915997639298,0.005065555684268475,0.005065555684268475,0.0029978735838085413,,,,
190,0.0006339474348351359,0.164361834526062,0.004426019266247749,0.059742655605077744,0.059742655605077744,0.03208433836698532,0.00019486549717839807,0.03235142305493355,0.0009062184253707528,0.004905428271740675,0.004905428271740675,0.0029058230575174093,81.29576904954358,84.97536945812809,9.334976329858309,5.301418245163325
191,,,,,,,0.0002014073688769713,0.03518280014395714,0.0009802737040445209,0.005480575375258923,0.005480575375258923,0.003230424365028739,,,,
192,,,,,,,0.00019601074745878577,0.03291824087500572,0.0009209614363498986,0.004891504533588886,0.004891504533588886,0.00290623283945024,,,,
193,,,,,,,0.0002000977547140792,0.03571762889623642,0.0009929895168170333,0.005444600246846676,0.005444600246846676,0.003218795172870159,,,,
194,,,,,,,0.0001936613116413355,0.033323757350444794,0.0009299247176386416,0.004961525090038776,0.004961525090038776,0.002945725340396166,,,,
195,,,,,,,0.00019542039080988616,0.03230337053537369,0.0009052945533767343,0.004927479662001133,0.004927479662001133,0.0029163872823119164,,,,
196,,,,,,,0.0001929259451571852,0.03327299654483795,0.0009282879764214158,0.005036662332713604,0.005036662332713604,0.0029824755620211363,,,,
197,,,,,,,0.00019674714712891728,0.03330153226852417,0.0009309118031524122,0.005053414031863213,0.005053414031863213,0.0029921631794422865,,,,
198,,,,,,,0.00019250408513471484,0.03238922730088234,0.0009059828007593751,0.004879942163825035,0.004879942163825035,0.002892962424084544,,,,
199,,,,,,,0.00019436204456724226,0.032587531954050064,0.0009118692250922322,0.005167484749108553,0.005167484749108553,0.0030396769288927317,,,,
200,0.0006353971548378468,0.16468259692192078,0.004434763453900814,0.06054464355111122,0.06054464355111122,0.032489705830812454,0.00019832058751489967,0.03383301571011543,0.0009449856588616967,0.005175068974494934,0.005175068974494934,0.003060028189793229,81.01367216708758,84.87684729064038,9.248609696308195,5.349704891659435
